trial,dAB,dist2000,pre,ft2000
chair_c0_6e98c5d61e008b4c2871cc0b3cc1a485_1,0.29107212679151395,0.2137230222223643,0.205634593963623,0.1483022570610046
chair_c0_6e98c5d61e008b4c2871cc0b3cc1a485_2,0.3519394473732189,0.2385088367228588,0.0692323446273803,0.2226971089839935
chair_c0_4460e0885d82b7b5d9987a7cd00eb98d_0,0.2938297718684211,0.1530404377577003,0.0263747572898864,0.1772648692131042
chair_c0_4460e0885d82b7b5d9987a7cd00eb98d_1,0.2938297718684211,0.1530404377577003,0.0668501853942871,0.2845734059810638
chair_c0_4460e0885d82b7b5d9987a7cd00eb98d_2,0.2938297718684211,0.1530404377577003,-0.0849193334579467,0.0533421635627746
chair_c0_89d2cbab56c5a1d7297056ac457c1c31_0,0.2369660407325569,0.1803514969740407,0.0155417323112487,0.0245788097381591
chair_c0_89d2cbab56c5a1d7297056ac457c1c31_1,0.21555391581254124,0.1874818025126542,0.1188166141510009,0.0373076796531677
chair_c0_89d2cbab56c5a1d7297056ac457c1c31_2,0.21555391581254124,0.1874818025126542,-0.088957667350769,-0.0281788706779479
chair_c0_4e8d4cffee2c4361c612776a678dd571_0,0.64107294415253,0.3965437635436594,-0.0316337943077087,0.1407081484794616
chair_c0_4e8d4cffee2c4361c612776a678dd571_1,0.6900652399204119,0.4163554178020685,0.0746977925300598,0.2043758630752563
chair_c0_4e8d4cffee2c4361c612776a678dd571_2,0.6930584364096628,0.4070020617882594,0.079010397195816,0.0859833657741546
chair_c0_3316a00869217c2632ed7dae08823495_0,0.3072716264415347,0.1672275841310982,-0.0576368570327758,0.1799735128879547
chair_c0_3316a00869217c2632ed7dae08823495_1,0.3072716264415347,0.1672275841310982,0.0298032760620117,0.1560325026512146
chair_c0_3316a00869217c2632ed7dae08823495_2,0.3072716264415347,0.1672275841310982,0.2157336473464965,0.2614851593971252
chair_c0_3aab16309520fb21dc0a8cba62d9a78a_0,0.2929435665898402,0.1518677338822631,-0.068098247051239,0.0999854803085327
chair_c0_3aab16309520fb21dc0a8cba62d9a78a_1,0.2929435665898402,0.1518677338822631,-0.0242171287536621,0.0880407392978668
chair_c0_3aab16309520fb21dc0a8cba62d9a78a_2,0.22772309555673276,0.1638505020471845,-0.0435332655906677,0.073723018169403
chair_c0_2dc5055b8d900ec7db4b0ee93cf61ed1_0,0.509991702185567,0.2855291868695799,0.193338930606842,0.248441457748413
chair_c0_2dc5055b8d900ec7db4b0ee93cf61ed1_1,0.44076080205690293,0.2698164238521807,0.0226556062698364,0.0148873925209045
chair_c0_2dc5055b8d900ec7db4b0ee93cf61ed1_2,0.5433117127688778,0.299256003245786,0.0321728587150573,0.1120031476020813
chair_c0_3f60205b1eef5555a4bf007e7299d9cb_0,0.2993434691199366,0.125188381624775,0.1524314284324646,0.1694653034210205
chair_c0_3f60205b1eef5555a4bf007e7299d9cb_1,0.34252542410110554,0.1802959309771748,0.0808086991310119,0.1565006375312805
chair_c0_3f60205b1eef5555a4bf007e7299d9cb_2,0.3440121012162696,0.1655676262181021,0.0014429092407226,0.0232932567596435
chair_c0_78f722590b0885a61efc6aa41666df08_0,0.45038043612866285,0.250153977412525,0.1040617823600769,0.2460631132125854
chair_c0_78f722590b0885a61efc6aa41666df08_1,0.4490111156605664,0.2110357164410796,0.0919503569602966,0.1845597922801971
chair_c0_78f722590b0885a61efc6aa41666df08_2,0.4671607817950538,0.3008918718311146,0.0092990398406982,0.1440067589282989
chair_c0_5283a98b5c693e64ebefe6b1d594ad2e_0,0.3736419670684654,0.2218586978641377,0.0130179524421691,0.0939503908157348
chair_c0_5283a98b5c693e64ebefe6b1d594ad2e_1,0.3574584376170774,0.2186802203271907,0.0444529056549072,0.1246259212493896
chair_c0_5283a98b5c693e64ebefe6b1d594ad2e_2,0.3649204622347755,0.1890655588192068,0.1205508112907409,0.1106795668601989
chair_c0_3d7ebe5de86294b3f6bcd046624c43c9_0,0.22696673584986593,0.1768730465712191,0.1391829550266266,0.307897537946701
chair_c0_3d7ebe5de86294b3f6bcd046624c43c9_1,0.33141623140854726,0.1913851304688151,-0.0669834017753601,-0.0350067615509033
chair_c0_3d7ebe5de86294b3f6bcd046624c43c9_2,0.30288552109448175,0.2035139899878377,0.0521566271781921,0.0949547886848449
chair_c0_ad64210b56ed1bbf9096ff01c3d5022b_0,0.18101715600203527,0.1244864067609837,0.0637187957763671,0.0863301753997802
chair_c0_ad64210b56ed1bbf9096ff01c3d5022b_1,0.18101715600203527,0.1244864067609837,0.0407745242118835,0.0704996585845947
chair_c0_ad64210b56ed1bbf9096ff01c3d5022b_2,0.24298008311513208,0.1688457404645392,0.0446938872337341,0.1727221608161926
chair_c0_ef544a816432b0a78dabc11b24766ce2_0,0.7888046449889231,0.5013119217216666,0.2364178895950317,0.2963711321353912
chair_c0_ef544a816432b0a78dabc11b24766ce2_1,0.7856086101746763,0.5728376128802695,0.1457870006561279,0.1682060956954956
chair_c0_ef544a816432b0a78dabc11b24766ce2_2,0.7643714665845525,0.4429247141167488,0.0439340472221374,0.1444174945354461
chair_c0_33990ef5ffde80fa83bc207d8a5912e3_0,0.6273428200921853,0.2273620418413308,0.1298968493938446,-0.022063136100769
chair_c0_33990ef5ffde80fa83bc207d8a5912e3_1,0.39852834387353975,0.267319202369864,-0.0719649195671081,-0.0068266987800598
chair_c0_33990ef5ffde80fa83bc207d8a5912e3_2,0.2896372225366064,0.3768941382312363,0.1008700728416442,0.0643746852874755
chair_c0_3269630cf8dd9e87bfd5f349b1ab226_0,0.7401968983772951,0.2761683810121469,0.046344369649887,0.1260776221752166
chair_c0_3269630cf8dd9e87bfd5f349b1ab226_1,0.7401968983772951,0.2761683810121469,0.186087429523468,0.1615484058856964
chair_c0_3269630cf8dd9e87bfd5f349b1ab226_2,0.6656151481535793,0.3293802756283371,0.1611606478691101,0.1240806877613067
chair_c0_9bbccaed652a88d0ad4feb1e0e9b77d9_0,0.18575651837196616,0.129145030935233,-0.0208576321601867,-0.0259045958518981
chair_c0_9bbccaed652a88d0ad4feb1e0e9b77d9_1,0.27694618256934966,0.1092356605832785,0.1543289422988891,0.0694575905799865
chair_c0_9bbccaed652a88d0ad4feb1e0e9b77d9_2,0.20098137055633913,0.1427446563416253,-0.0142684578895568,-0.0230137705802917
chair_c0_81b27636162e148bb3fb065fa3089331_0,0.4498634484494404,0.1929100478636203,0.0230443477630615,0.0576924681663513
chair_c0_81b27636162e148bb3fb065fa3089331_1,0.4401986911543634,0.2132874211288907,0.0451453924179077,0.0678527355194091
chair_c0_81b27636162e148bb3fb065fa3089331_2,0.2962579476716699,0.2290705554780698,0.009986937046051,0.0054693222045898
chair_c0_98ef942e35e90be3de8d5f2cba401802_0,0.19270062340546268,0.1687661101237954,0.0463906526565551,0.1018815040588378
chair_c0_98ef942e35e90be3de8d5f2cba401802_1,0.17993382634400645,0.1639068883047714,0.2062675952911377,0.2872582376003265
chair_c0_98ef942e35e90be3de8d5f2cba401802_2,0.2834828428042989,0.1370439250316057,-0.0216751396656036,0.0050534605979919
chair_c0_19c8189116dd7cd3e95c611687989498_0,0.3481151033436207,0.1449374481010743,-0.0247043371200561,-0.0061749219894409
chair_c0_19c8189116dd7cd3e95c611687989498_1,0.33850493653998515,0.1475889599571771,0.0955222845077514,0.1109699010848999
chair_c0_19c8189116dd7cd3e95c611687989498_2,0.368764153998719,0.1778077901520489,0.0301209092140197,0.060850590467453
chair_c0_d343f06da03eccf34c7384dbb75cab0d_0,0.08761293745006005,0.185678365811572,0.1634727716445922,0.0752303004264831
chair_c0_d343f06da03eccf34c7384dbb75cab0d_1,0.2006509332094697,0.1466103910928042,-0.0075980424880981,-0.0576646625995636
chair_c0_d343f06da03eccf34c7384dbb75cab0d_2,0.2006509332094697,0.1466103910928042,0.0598379969596862,0.1524407267570495
chair_c0_51c276e96ac4c04ebe67d9b32c3ddf8_0,0.6793963137980764,0.2917688101465365,0.1120398044586181,0.2838709652423858
chair_c0_51c276e96ac4c04ebe67d9b32c3ddf8_1,0.6978983095956959,0.2963378997618356,0.2972672283649444,0.2756336331367492
chair_c0_51c276e96ac4c04ebe67d9b32c3ddf8_2,0.6978983095956959,0.2963378997618356,0.1396746039390564,0.2391474545001983
chair_c0_600f6f126d0b6c046dbda90cc7f3517e_0,0.2370030772376326,0.0922486699832925,0.1412625908851623,0.2305253148078918
chair_c0_600f6f126d0b6c046dbda90cc7f3517e_1,0.2690792249019641,0.1134997509007655,-0.0027723312377929,0.1410612165927887
chair_c0_600f6f126d0b6c046dbda90cc7f3517e_2,0.2370030772376326,0.0922486699832925,-0.0533515214920043,0.0113790929317474
chair_c0_6a7050042fbc77d5635418e95eea8a17_0,0.20662802493937105,0.1565841618800749,0.044592261314392,0.168165385723114
chair_c0_6a7050042fbc77d5635418e95eea8a17_1,0.21658678429720113,0.1619607562189458,0.1397508978843689,0.2473134398460388
chair_c0_6a7050042fbc77d5635418e95eea8a17_2,0.1870063700616782,0.1571015343999219,0.1627577543258667,0.3282195627689361
chair_c0_19a3ac2ec0312e13c8687ff9b0b4e4ac_0,0.28055759426635873,0.1656407122791134,0.0810834765434265,0.0511969923973083
chair_c0_19a3ac2ec0312e13c8687ff9b0b4e4ac_1,0.23430853153502895,0.1158470864761707,0.1023758053779602,0.0981601476669311
chair_c0_19a3ac2ec0312e13c8687ff9b0b4e4ac_2,0.2571695348157568,0.102916073928112,0.0680598616600036,0.0378967523574829
chair_c0_e9651bd689ba5c14713decb1a0563b12_0,0.20851646431783932,0.1314233639365307,-0.0212587118148803,0.0599203705787658
chair_c0_e9651bd689ba5c14713decb1a0563b12_1,0.15833471325258364,0.0943403181171688,0.0670671463012695,0.1068351864814758
chair_c0_e9651bd689ba5c14713decb1a0563b12_2,0.15833471325258364,0.0943403181171688,0.2860567271709442,0.2051295340061187
chair_c0_8be5b3b2c8c8f067a341228b21d337a9_0,0.5474022097977429,0.2847926221431218,0.0764807760715484,0.2215786725282669
chair_c0_8be5b3b2c8c8f067a341228b21d337a9_1,0.3003903748904364,0.185711311362349,0.1200021505355835,0.1992364525794983
chair_c0_8be5b3b2c8c8f067a341228b21d337a9_2,0.3003903748904364,0.185711311362349,0.1308135390281677,0.313934326171875
chair_c0_50b4851d6e067f9bdfcd57c2094a665f_0,0.35214140283862094,0.2073570513407256,0.2493126690387725,0.2614704668521881
chair_c0_50b4851d6e067f9bdfcd57c2094a665f_1,0.3263457363972533,0.1564463687213176,-0.1001430749893188,-0.0620597004890441
chair_c0_50b4851d6e067f9bdfcd57c2094a665f_2,0.35609539936845225,0.1601732517178649,-0.0621178150177001,0.0867406725883483
