model,trial,knn10,nn1,cov,margin,pre
1,shapenet289,0.44388795920386226,0.24638900527378316,0.0,0.1984142661094665,0.0571181178092956
1,shapenet304,0.4997864827140617,0.3346176632611315,0.0,0.3437773585319519,0.2207829654216766
1,shapenet307,0.2202130329172064,0.11981411217394788,0.34657359027997264,0.1154544353485107,0.0181713700294494
1,shapenet359,0.26818271122530424,0.14159666789659275,0.0,-0.0425212979316711,-0.0478737950325012
1,shapenet372,0.3731931446120441,0.3106522645853531,0.0,0.1075958609580993,-0.066386193037033
1,shapenet379,0.5383161271644707,0.38622248277029975,0.0,0.1862629950046539,0.1614040732383728
1,shapenet388,0.45623823561119004,0.2554266911616935,0.8047189562170501,0.1319069564342498,0.0488551259040832
1,shapenet453,0.3442394224594223,0.23474812376139303,0.0,0.2787616848945617,0.0975065231323242
1,shapenet478,0.5556357416416904,0.4800150714665689,0.0,0.3681751936674118,0.3121097087860107
1,shapenet482,0.6058859435759101,0.46395022455797746,0.0,0.2405622750520706,0.1997835636138916
1,shapenet518,0.5460726728892712,0.3933326085957941,0.0,0.2625716924667358,0.0327659845352172
1,shapenet529,0.374320363974001,0.2417232364418757,0.0,0.0484737455844879,-0.0335785150527954
1,shapenet535,0.36413590844818544,0.20667159939363944,0.0,0.0286589860916137,-0.0375724732875824
1,shapenet580,0.5921665329292992,0.4582720797853146,0.0,0.1301786750555038,0.0883298516273498
1,shapenet592,0.45566888451414894,0.3699892072107946,0.0,0.2186415791511535,0.1592598855495453
1,shapenet608,0.5373628391864693,0.4235221207208419,0.0,0.0996775925159454,0.1172828674316406
1,shapenet616,0.5263857147016876,0.40167390276097353,0.0,0.1193536520004272,0.144422709941864
1,shapenet666,0.3841832649176743,0.25242128347607035,0.0,0.216008722782135,0.120289921760559
1,shapenet683,0.4910032807684168,0.43615208300419245,0.0,0.0039635896682739,0.0489208102226257
1,shapenet686,0.35176991220931475,0.16511314204575822,0.0,0.1495243310928344,0.064503788948059
1,shapenet697,0.5921665329292992,0.4582720797853146,0.0,0.2806724607944488,0.0468218922615051
1,shapenet732,0.20498213315605238,0.11402599536117142,0.34657359027997264,0.0551719665527343,0.0310443639755249
1,shapenet740,0.5569267665135862,0.4041225562389599,0.0,0.3001749813556671,0.1906965374946594
1,shapenet759,0.4031698441571014,0.24321688619625148,0.0,0.0582294464111328,-0.0092963576316833
1,shapenet782,0.3730372746954146,0.2504576493311036,0.0,0.1242907643318176,0.0130805373191833
1,shapenet808,0.23205256502362148,0.19079972831877273,0.0,0.0014293193817138,0.0088021755218505
1,shapenet820,0.41454122585552966,0.31665648728251783,0.0,0.2140520215034485,0.1661158204078674
1,shapenet840,0.5730682554417508,0.46868047713272754,0.0,0.1462969183921814,0.0693280100822448
1,shapenet846,0.3772763954630284,0.14971266071540412,0.34657359027997264,0.3322539627552032,0.102748155593872
1,shapenet867,0.4984876925580424,0.35106633145320204,0.0,0.3913120925426483,0.2905645370483398
1,shapenet877,0.2885412190296131,0.21713343353734932,0.0,0.1751057207584381,0.0178351402282714
1,shapenet906,0.4031698441571014,0.24321688619625148,0.0,0.0848791003227233,0.0447152853012084
1,shapenet918,0.5730682554417508,0.46868047713272754,0.0,0.1188861727714538,-0.0076104998588562
1,shapenet942,0.5569267665135862,0.4041225562389599,0.0,0.1437638998031616,0.1604292690753936
1,shapenet943,0.2885412190296131,0.21713343353734932,0.0,0.0249963998794555,-0.0192859172821044
1,shapenet966,0.4984876925580424,0.35106633145320204,0.0,0.1598372310400009,0.0886536538600921
1,shapenet989,0.3730372746954146,0.2504576493311036,0.0,-0.0561496019363403,-0.0186413526535034
